Entropy,Prediction,GroundTruth
1.2670042514801025,0,0
0.7243824601173401,0,0
0.7899363040924072,0,0
0.8644493818283081,0,0
1.0450857877731323,0,0
0.8783471584320068,0,0
0.8614633083343506,0,0
0.8385566473007202,0,0
0.6459356546401978,0,0
0.8230702877044678,0,0
0.7848800420761108,0,0
0.6892743110656738,0,0
0.8024524450302124,0,0
0.795793354511261,0,0
0.8804347515106201,0,0
0.7794747352600098,0,0
0.8099256157875061,0,0
0.8896604776382446,0,0
0.9576132893562317,0,0
0.7000089883804321,0,0
0.6888915300369263,0,0
0.810574471950531,0,0
0.6405925154685974,0,0
0.7225750684738159,0,0
0.5530282855033875,0,0
0.8017577528953552,0,0
0.7317705154418945,0,0
0.7569975852966309,0,0
0.7397844195365906,0,0
0.9414949417114258,0,0
0.8012391328811646,0,0
0.6682490706443787,0,0
0.8120617270469666,0,0
0.884456217288971,0,0
0.5865787863731384,0,0
0.7790624499320984,0,0
0.6643801927566528,0,0
0.7914307117462158,0,0
0.7645443677902222,0,0
0.7878022193908691,0,0
0.6578096151351929,0,0
0.6766597032546997,0,0
0.7123914957046509,0,0
0.6154515147209167,0,0
0.6769831776618958,0,0
0.7055174112319946,0,0
0.8417681455612183,0,0
0.7115734815597534,0,0
0.828911542892456,0,0
0.5756456851959229,0,0
0.6971035599708557,0,0
0.7190686464309692,0,0
0.8638668060302734,0,0
0.6712117195129395,0,0
0.7690846920013428,0,0
0.8441519737243652,0,0
0.6759034991264343,0,0
0.6361055374145508,0,0
0.655236542224884,0,0
0.8188981413841248,0,0
0.7545956969261169,0,0
0.746120810508728,0,0
0.778525173664093,0,0
0.7004102468490601,0,0
0.7426966428756714,0,0
0.669527530670166,0,0
0.7564338445663452,0,0
0.7234918475151062,0,0
0.8296834826469421,0,0
0.7185054421424866,0,0
0.8555939197540283,0,0
0.8008551597595215,0,0
0.841781735420227,0,0
0.8441604971885681,0,0
0.8709765076637268,0,0
0.7867770195007324,0,0
0.817162811756134,0,0
0.9696452021598816,0,0
0.6490365266799927,0,0
0.8416217565536499,0,0
0.7585338950157166,0,0
0.8588671088218689,0,0
0.7226943373680115,0,0
0.7713479995727539,0,0
0.7351076602935791,0,0
0.9692885875701904,0,0
0.7514060735702515,0,0
0.8531791567802429,0,0
0.8524487018585205,0,0
0.7946608662605286,0,0
0.7745434045791626,0,0
0.7652952075004578,0,0
0.8794340491294861,0,0
0.7907795906066895,0,0
0.8351393938064575,0,0
0.8126028776168823,0,0
0.7956550717353821,0,0
0.8630127310752869,0,0
0.9039463996887207,0,0
0.7216776609420776,0,0
0.6363753080368042,0,0
0.7933825254440308,0,0
0.711074948310852,0,0
0.894893229007721,0,0
0.8390189409255981,0,0
0.8721187710762024,0,0
0.7344933748245239,0,0
0.5648513436317444,0,0
0.8653855323791504,0,0
0.8627851009368896,0,0
0.7635002136230469,0,0
0.7199465036392212,0,0
0.6155587434768677,0,0
0.8130149245262146,0,0
0.7306325435638428,0,0
0.6871894598007202,0,0
0.7206099629402161,0,0
0.7378786206245422,0,0
0.7679114937782288,0,0
0.7937898635864258,0,0
0.7381067276000977,0,0
0.5938572287559509,0,0
0.7639203071594238,0,0
0.70637446641922,0,0
0.7411391735076904,0,0
0.749251127243042,0,0
0.7929701805114746,0,0
0.537287712097168,0,0
0.8621898889541626,0,0
0.6924177408218384,0,0
0.7275675535202026,0,0
0.7183610200881958,0,0
0.8866524696350098,0,0
0.9476670026779175,0,0
0.9034867286682129,0,0
0.703345537185669,0,0
0.9022477865219116,0,0
0.8785499334335327,0,0
0.6895248889923096,0,0
0.9037063717842102,0,0
0.7879000902175903,0,0
0.8335849642753601,0,0
0.7289095520973206,0,0
0.7840718030929565,0,0
0.7697675824165344,0,0
0.6938275694847107,0,0
0.8589449524879456,0,0
0.6966127157211304,0,0
0.7921327352523804,0,0
0.8064449429512024,0,0
0.8874769806861877,0,0
0.7560164332389832,0,0
0.6270192265510559,0,0
0.8964622020721436,0,0
0.7415421605110168,0,0
0.764635443687439,0,0
0.7884241938591003,0,0
0.934630274772644,0,0
0.6954635381698608,0,0
0.6718476414680481,0,0
0.7433024048805237,0,0
0.8112164735794067,0,0
0.6959593892097473,0,0
0.6488385200500488,0,0
0.7707312107086182,0,0
0.7126951217651367,0,0
0.7334296107292175,0,0
0.6987439393997192,0,0
0.9070003032684326,0,0
0.7535757422447205,0,0
0.7613691687583923,0,0
0.66119384765625,0,0
0.7044802308082581,0,0
0.6201698184013367,0,0
0.8000041246414185,0,0
0.8607377409934998,0,0
0.6417744755744934,0,0
0.7941670417785645,0,0
0.8578664660453796,0,0
0.8564333915710449,0,0
0.7370645999908447,0,0
0.7185859084129333,0,0
0.8527204990386963,0,0
0.7475588321685791,0,0
0.6379854679107666,0,0
0.6762691736221313,0,0
0.7858771085739136,0,0
0.7520020604133606,0,0
0.6941708326339722,0,0
0.8200543522834778,0,0
0.8118098974227905,0,0
0.780685305595398,0,0
0.7868866920471191,0,0
1.003406047821045,0,0
0.7669042348861694,0,0
0.777506947517395,0,0
0.871458888053894,0,0
0.6686016321182251,0,0
0.8030486106872559,0,0
0.7669394016265869,0,0
0.6510645151138306,0,0
0.8421059250831604,0,0
0.8353992104530334,0,0
0.8567121624946594,0,0
0.7657039165496826,0,0
0.6668498516082764,0,0
0.621552050113678,0,0
0.8409021496772766,0,0
0.6913076043128967,0,0
0.8615994453430176,0,0
0.8449636697769165,0,0
0.7723217606544495,0,0
0.8064985871315002,0,0
0.8012338876724243,0,0
0.7512734532356262,0,0
0.8223884105682373,0,0
0.7389657497406006,0,0
0.6626161932945251,0,0
0.701111912727356,0,0
0.607721209526062,0,0
0.8188607692718506,0,0
0.8851184248924255,0,0
0.7605553865432739,0,0
0.752301037311554,0,0
0.8046208620071411,0,0
0.659458577632904,0,0
0.6124197840690613,0,0
0.8187364935874939,0,0
0.826830267906189,0,0
0.7872273325920105,0,0
0.7422569394111633,0,0
0.7636520266532898,0,0
0.6778661608695984,0,0
0.7128248810768127,0,0
0.8672553896903992,0,0
0.8002682328224182,0,0
0.8572078943252563,0,0
0.7830042839050293,0,0
0.6652808785438538,0,0
0.7952539920806885,0,0
0.5156943798065186,0,0
0.7918530106544495,0,0
0.849183976650238,0,0
0.9064105153083801,0,0
0.81104975938797,0,0
1.465364933013916,0,0
0.7708302140235901,0,0
0.6480950117111206,0,0
0.8422747254371643,0,0
0.8025157451629639,0,0
0.6821821331977844,0,0
0.8195109367370605,0,0
0.7125710844993591,0,0
0.6540694832801819,0,0
0.6818687319755554,0,0
0.7510635256767273,0,0
0.7420743703842163,0,0
0.682266116142273,0,0
0.9276708364486694,0,0
0.7326312065124512,0,0
0.750180721282959,0,0
0.6418620944023132,0,0
0.7880233526229858,0,0
0.7655379772186279,0,0
1.0208300352096558,0,0
0.6651448607444763,0,0
0.8217137455940247,0,0
0.6571754217147827,0,0
0.8186835050582886,0,0
0.8711234331130981,0,0
0.7244566082954407,0,0
0.787066638469696,0,0
0.7752348184585571,0,0
0.6702157855033875,0,0
0.7221669554710388,0,0
0.7652422189712524,0,0
0.8060108423233032,0,0
0.717391848564148,0,0
0.5581619143486023,0,0
0.7396606802940369,0,0
0.652894914150238,0,0
0.8514277338981628,0,0
0.7753039002418518,0,0
0.9884612560272217,0,0
0.7528755068778992,0,0
0.7310084104537964,0,0
0.7804598808288574,0,0
0.7439061403274536,0,0
0.8555070757865906,0,0
0.6305493116378784,0,0
0.8533174991607666,0,0
0.8322237730026245,0,0
0.8577961325645447,0,0
0.7182819843292236,0,0
1.1395796537399292,0,0
0.8504897356033325,0,0
1.27434504032135,0,0
0.9857878684997559,0,0
0.7259843349456787,0,0
0.7073596119880676,0,0
0.718910813331604,0,0
0.8299589157104492,0,0
0.7696251273155212,0,0
0.8117144703865051,0,0
0.7401713132858276,0,0
0.78020179271698,0,0
0.7740924954414368,0,0
0.7951390743255615,0,0
0.719547688961029,0,0
0.7607116103172302,0,0
0.9007819294929504,0,0
0.7421853542327881,0,0
0.8507547378540039,0,0
0.725080132484436,0,0
0.8211777210235596,0,0
0.7641356587409973,0,0
0.8491111993789673,0,0
0.8493468761444092,0,0
0.7700229287147522,0,0
0.7860829830169678,0,0
0.7942104339599609,0,0
0.7570123076438904,0,0
0.6277154088020325,0,0
0.7757161259651184,0,0
0.8467347621917725,0,0
0.8063864707946777,0,0
0.8560197949409485,0,0
0.8531304001808167,0,0
0.7041909098625183,0,0
0.8324775099754333,0,0
0.8564760088920593,0,0
0.7790248990058899,0,0
0.7423573732376099,0,0
0.8083695769309998,0,0
0.7849164009094238,0,0
0.5873570442199707,0,0
0.7276697754859924,0,0
0.7833137512207031,0,0
0.6618055105209351,0,0
0.8249877691268921,0,0
0.9316734671592712,0,0
0.7806726694107056,0,0
0.8349140882492065,0,0
0.7366418838500977,0,0
0.835263729095459,0,0
0.8072315454483032,0,0
0.8853477835655212,0,0
0.7187763452529907,0,0
0.8541775941848755,0,0
0.7239208221435547,0,0
0.7462601065635681,0,0
0.8592656850814819,0,0
0.7035947442054749,0,0
0.8247309923171997,0,0
0.894544243812561,0,0
0.6499707698822021,0,0
0.794602632522583,0,0
0.8170790672302246,0,0
0.5884369611740112,0,0
0.7925288677215576,0,0
0.6716285943984985,0,0
0.7796770930290222,0,0
0.7439962029457092,0,0
0.8233439922332764,0,0
0.7865902185440063,0,0
0.7961025238037109,0,0
0.7856259346008301,0,0
0.8171206116676331,0,0
0.5882652997970581,0,0
0.7493694424629211,0,0
0.6628735065460205,0,0
0.6569942235946655,0,0
0.6651996374130249,0,0
0.5757365822792053,0,0
0.8796470165252686,0,0
0.699695885181427,0,0
0.8301289081573486,0,0
0.8039498329162598,0,0
0.7785685062408447,0,0
0.7263611555099487,0,0
0.7775396704673767,0,0
0.7769151926040649,0,0
0.9193638563156128,0,0
0.7962472438812256,0,0
0.760496199131012,0,0
0.8498578071594238,0,0
0.7421360015869141,0,0
0.7732442617416382,0,0
0.7139601707458496,0,0
0.7784705758094788,0,0
0.8567355275154114,0,0
0.6729618906974792,0,0
0.7954214811325073,0,0
0.8361318111419678,0,0
0.7612519860267639,0,0
0.7597442865371704,0,0
0.7195841073989868,0,0
0.7201411128044128,0,0
0.8612722754478455,0,0
0.8524181842803955,0,0
0.9046880006790161,0,0
0.7300311923027039,0,0
0.8406664729118347,0,0
0.7436633706092834,0,0
0.6490674018859863,0,0
0.6757165789604187,0,0
0.9461592435836792,0,0
0.8724583387374878,0,0
0.6110649108886719,0,0
0.7191493511199951,0,0
0.6754075288772583,0,0
0.7730439305305481,0,0
0.8594960570335388,0,0
0.7701573967933655,0,0
0.8336468935012817,0,0
0.8225087523460388,0,0
0.626923143863678,0,0
0.5013931393623352,0,0
0.6157779693603516,0,0
0.8873440027236938,0,0
0.9364165663719177,0,0
0.8002499341964722,0,0
0.5354021787643433,0,0
0.9882275462150574,0,0
0.6745440363883972,0,0
0.9436257481575012,0,0
0.874580979347229,0,0
0.7460892200469971,0,0
0.7859352827072144,0,0
0.718737006187439,0,0
0.848177969455719,0,0
0.8869181275367737,0,0
0.8249536156654358,0,0
0.7487381100654602,0,0
0.7659375667572021,0,0
0.824292778968811,0,0
0.8476405143737793,0,0
0.7220938801765442,0,0
0.772606611251831,0,0
1.1215428113937378,0,0
0.7431942224502563,0,0
0.7821723222732544,0,0
0.8547393083572388,0,0
0.6530262231826782,0,0
0.7449669241905212,0,0
0.6858900189399719,0,0
0.7257439494132996,0,0
0.8213960528373718,0,0
0.6876838803291321,0,0
0.7912704348564148,0,0
0.6976240873336792,0,0
0.6972951889038086,0,0
0.7851003408432007,0,0
1.0031585693359375,0,0
0.590543270111084,0,0
0.7743987441062927,0,0
0.7618531584739685,0,0
0.6576142311096191,0,0
0.8431991934776306,0,0
0.7999085187911987,0,0
0.7957774996757507,0,0
0.8311882019042969,0,0
0.731803834438324,0,0
0.748500645160675,0,0
1.1311010122299194,0,0
0.7711342573165894,0,0
0.7772260904312134,0,0
0.9609642624855042,0,0
0.7554203867912292,0,0
0.732900083065033,0,0
0.7391656637191772,0,0
0.8345832824707031,0,0
1.035713791847229,0,0
0.8283295631408691,0,0
0.8295998573303223,0,0
0.7709314823150635,0,0
0.7119078636169434,0,0
0.7650365233421326,0,0
0.7801470160484314,0,0
0.8123087882995605,0,0
0.8600728511810303,0,0
0.9287031292915344,0,0
0.7184028625488281,0,0
0.6353106498718262,0,0
0.6924386620521545,0,0
0.9486640095710754,0,0
0.7445889711380005,0,0
0.8378573060035706,0,0
0.7769036889076233,0,0
0.747947096824646,0,0
0.8678932189941406,0,0
0.6623151302337646,0,0
0.7897513508796692,0,0
0.7332487106323242,0,0
0.7065419554710388,0,0
0.7187761068344116,0,0
0.8387151956558228,0,0
0.8499675989151001,0,0
0.8271198272705078,0,0
0.729712724685669,0,0
0.774027943611145,0,0
0.7904828786849976,0,0
0.5286285877227783,0,0
0.8373312950134277,0,0
0.7995906472206116,0,0
0.8362496495246887,0,0
0.8602311015129089,0,0
0.6115450263023376,0,0
0.8176295161247253,0,0
0.86866295337677,0,0
0.794905960559845,0,0
0.6907514929771423,0,0
0.8167594075202942,0,0
0.864653468132019,0,0
0.7369202971458435,0,0
0.8083091974258423,0,0
0.6650212407112122,0,0
0.6815384030342102,0,0
0.707148551940918,0,0
1.0051343441009521,0,0
0.8070826530456543,0,0
0.5878570079803467,0,0
0.7483660578727722,0,0
0.7175643444061279,0,0
0.8428073525428772,0,0
0.74140465259552,0,0
0.775635838508606,0,0
0.8548012375831604,0,0
0.7783073782920837,0,0
0.8235851526260376,0,0
0.8854339122772217,0,0
0.8348121047019958,0,0
0.7077455520629883,0,0
0.8047870397567749,0,0
0.8005157709121704,0,0
0.769375205039978,0,0
0.7962373495101929,0,0
0.8852795958518982,0,0
0.812949538230896,0,0
0.7328352332115173,0,0
0.6748249530792236,0,0
0.811826229095459,0,0
2.7126896381378174,0,0
0.6913970708847046,0,0
1.0157946348190308,0,0
0.8092811107635498,0,0
0.6959266662597656,0,0
0.7114744186401367,0,0
0.7693684101104736,0,0
0.7021307349205017,0,0
0.7041947245597839,0,0
0.9342408776283264,0,0
0.7430967092514038,0,0
0.7644966244697571,0,0
0.8511674404144287,0,0
0.6673567295074463,0,0
0.7771250009536743,0,0
0.7177693247795105,0,0
0.7809942960739136,0,0
0.8355275392532349,0,0
0.7284996509552002,0,0
0.814818263053894,0,0
0.7553374171257019,0,0
0.6762714385986328,0,0
0.8333569765090942,0,0
0.7643914222717285,0,0
0.6169909834861755,0,0
0.8265056610107422,0,0
2.2496793270111084,0,0
0.8277854323387146,0,0
0.8623408675193787,0,0
0.9318460822105408,0,0
0.7989616394042969,0,0
0.9584077596664429,0,0
0.7321349382400513,0,0
0.6948513388633728,0,0
0.7772824764251709,0,0
0.7589547634124756,0,0
0.6423860788345337,0,0
0.8299767374992371,0,0
0.7080907821655273,0,0
0.9006479382514954,0,0
0.5868790745735168,0,0
0.8223239779472351,0,0
0.49992674589157104,1,0
0.8517992496490479,0,0
0.8587237596511841,0,0
0.7774512767791748,0,0
0.7964761853218079,0,0
0.8181011080741882,0,0
0.7710649967193604,0,0
0.908178448677063,0,0
0.7192284464836121,0,0
0.6950323581695557,0,0
0.8213245272636414,0,0
0.6830564141273499,0,0
0.908557653427124,0,0
0.7461522221565247,0,0
0.8413739204406738,0,0
0.8223992586135864,0,0
0.7921711206436157,0,0
0.7713065147399902,0,0
0.5441558957099915,0,0
0.671587347984314,0,0
0.7344393730163574,0,0
0.7317212820053101,0,0
0.7671209573745728,0,0
0.7600486278533936,0,0
0.8530611395835876,0,0
0.8021968007087708,0,0
0.8342238664627075,0,0
0.7285763025283813,0,0
0.8923091292381287,0,0
0.7123376727104187,0,0
0.9329391121864319,0,0
0.6952267289161682,0,0
0.7928548455238342,0,0
0.8169076442718506,0,0
0.6749727725982666,0,0
0.8574641346931458,0,0
0.8642826080322266,0,0
0.7108323574066162,0,0
0.8144589066505432,0,0
0.7556872367858887,0,0
0.7364354729652405,0,0
0.7808690667152405,0,0
0.9298577904701233,0,0
0.8847145438194275,0,0
0.7539408802986145,0,0
0.5359665155410767,0,0
0.8431740999221802,0,0
0.8344905376434326,0,0
0.7803206443786621,0,0
0.8039551377296448,0,0
0.8400498032569885,0,0
0.7365608215332031,0,0
0.6873238682746887,0,0
0.745546817779541,0,0
0.799882173538208,0,0
0.9683414697647095,0,0
0.7098075151443481,0,0
0.7392069101333618,0,0
0.8354535698890686,0,0
0.8505082726478577,0,0
0.736067533493042,0,0
0.753973126411438,0,0
0.7626758217811584,0,0
0.9137852191925049,0,0
0.8181725740432739,0,0
0.7128945589065552,0,0
0.7359042763710022,0,0
0.664277970790863,0,0
0.7600396871566772,0,0
0.7383761405944824,0,0
1.2629284858703613,0,0
0.7784053087234497,0,0
0.7640382051467896,0,0
0.9185410141944885,0,0
0.8100285530090332,0,0
0.7106258273124695,0,0
0.7902325391769409,0,0
0.7326039671897888,0,0
0.8056430220603943,0,0
0.9328951835632324,0,0
0.688748836517334,0,0
0.6159670352935791,0,0
0.6785104274749756,0,0
0.7211619019508362,0,0
0.7695066332817078,0,0
0.7363871335983276,0,0
0.8633490800857544,0,0
0.7580397129058838,0,0
0.6397400498390198,0,0
0.8777002096176147,0,0
0.8015244603157043,0,0
0.8303976058959961,0,0
0.7352781891822815,0,0
0.8075931072235107,0,0
0.7687017321586609,0,0
0.669306218624115,0,0
0.880615234375,0,0
0.8294117450714111,0,0
0.9039052724838257,0,0
0.7911918759346008,0,0
0.7344626188278198,0,0
0.7975904941558838,0,0
0.6771202683448792,0,0
0.7326621413230896,0,0
0.8164958953857422,0,0
0.8825868964195251,0,0
0.8117170929908752,0,0
0.6344587802886963,0,0
0.6968033313751221,0,0
0.7984015345573425,0,0
0.7845166921615601,0,0
0.8124213814735413,0,0
0.7751040458679199,0,0
0.7628822922706604,0,0
0.8845081925392151,0,0
0.8843491077423096,0,0
0.7663483619689941,0,0
0.7597822546958923,0,0
0.7811495065689087,0,0
0.8539272546768188,0,0
0.8105602264404297,0,0
0.87595534324646,0,0
0.8193219304084778,0,0
0.6684039831161499,0,0
0.5784098505973816,0,0
0.8323192596435547,0,0
0.8982875943183899,0,0
0.7785534858703613,0,0
0.7908360958099365,0,0
0.6729521751403809,0,0
0.7838287949562073,0,0
0.796392023563385,0,0
0.7242922186851501,0,0
0.8111652731895447,0,0
0.7161974906921387,0,0
0.7638252973556519,0,0
0.7211010456085205,0,0
0.7617191076278687,0,0
0.7960427403450012,0,0
0.8374875783920288,0,0
0.7779611349105835,0,0
0.7813624143600464,0,0
0.7261990904808044,0,0
0.7529844045639038,0,0
0.9997614622116089,0,0
0.9960799217224121,0,0
0.662112832069397,0,0
0.5162912607192993,0,0
0.7251541018486023,0,0
0.7090151906013489,0,0
0.6185669302940369,0,0
0.781629741191864,0,0
0.577948272228241,0,0
0.6894715428352356,0,0
0.822478711605072,0,0
0.7475314736366272,0,0
0.7496157288551331,0,0
0.8306857347488403,0,0
0.7476463317871094,0,0
0.7134407162666321,0,0
0.8066437840461731,0,0
0.6524019241333008,0,0
0.706585705280304,0,0
0.7868639230728149,0,0
0.7663618922233582,0,0
0.7839491367340088,0,0
0.8078981637954712,0,0
0.6898659467697144,0,0
0.7230120301246643,0,0
0.7756592035293579,0,0
0.6915661096572876,0,0
0.7563652396202087,0,0
0.862622857093811,0,0
0.8208738565444946,0,0
0.6633049845695496,0,0
0.7153896689414978,0,0
0.6562684774398804,0,0
0.6987254619598389,0,0
0.6923325061798096,0,0
0.8462788462638855,0,0
0.7656430602073669,0,0
0.7097288966178894,0,0
0.8344167470932007,0,0
0.7879750728607178,0,0
0.6282795667648315,0,0
0.7701916694641113,0,0
0.7575544118881226,0,0
0.841443657875061,0,0
0.6909096240997314,0,0
0.8733974099159241,0,0
0.7386143803596497,0,0
0.7562758922576904,0,0
0.8887706398963928,0,0
0.7763943076133728,0,0
1.007627010345459,0,0
0.7350212931632996,0,0
0.7224808931350708,0,0
0.7746796011924744,0,0
0.7971738576889038,0,0
0.7052208185195923,0,0
0.73871910572052,0,0
1.0218522548675537,0,0
0.8427690267562866,0,0
0.707906186580658,0,0
0.9107148051261902,0,0
0.991156816482544,0,0
0.8524489998817444,0,0
0.8956680297851562,0,0
0.8387551307678223,0,0
0.9018752574920654,0,0
0.6907591819763184,0,0
0.8389056324958801,0,0
0.7995727062225342,0,0
0.7761778831481934,0,0
0.920782744884491,0,0
0.9794567823410034,0,0
0.7708017230033875,0,0
0.8558304905891418,0,0
0.8773114681243896,0,0
0.8052729964256287,0,0
0.7572039365768433,0,0
0.885452926158905,0,0
0.6408788561820984,0,0
0.6773502826690674,0,0
0.769432783126831,0,0
0.7061047554016113,0,0
0.7631205916404724,0,0
0.6293365359306335,0,0
0.6752927899360657,0,0
0.7445255517959595,0,0
0.5160012245178223,0,0
0.7213833332061768,0,0
0.6895836591720581,0,0
0.6484627723693848,0,0
0.7309918403625488,0,0
0.8008868098258972,0,0
0.9171080589294434,0,0
0.714280366897583,0,0
0.693533718585968,0,0
0.8410295248031616,0,0
0.8378809094429016,0,0
0.687165379524231,0,0
0.8087035417556763,0,0
0.7682426571846008,0,0
0.7428632974624634,0,0
0.5253446102142334,0,0
0.8753858208656311,0,0
0.7698407769203186,0,0
0.7399565577507019,0,0
0.7148866653442383,0,0
0.7320606708526611,0,0
0.48717957735061646,1,0
0.7728497385978699,0,0
0.746599018573761,0,0
0.9315176010131836,0,0
0.8742678761482239,0,0
0.8299400806427002,0,0
0.705433189868927,0,0
0.7721545100212097,0,0
0.7837848663330078,0,0
0.5927114486694336,0,0
0.861369788646698,0,0
0.7434283494949341,0,0
0.8161377310752869,0,0
0.6877861022949219,0,0
0.8049623966217041,0,0
0.6279334425926208,0,0
0.8021293878555298,0,0
0.7290375232696533,0,0
0.7470077276229858,0,0
0.7673294544219971,0,0
0.7005473971366882,0,0
0.855658233165741,0,0
0.6896871328353882,0,0
0.7698652744293213,0,0
0.7979811429977417,0,0
0.8543809652328491,0,0
0.6686451435089111,0,0
0.7272409796714783,0,0
0.7352561354637146,0,0
0.7411484718322754,0,0
0.8028267621994019,0,0
0.8156441450119019,0,0
0.7436838746070862,0,0
0.8224685788154602,0,0
0.8380703926086426,0,0
0.7494308948516846,0,0
0.8402242660522461,0,0
0.7266387939453125,0,0
0.786089301109314,0,0
0.6855462193489075,0,0
0.6590048670768738,0,0
0.793899655342102,0,0
0.7490702867507935,0,0
0.7715526223182678,0,0
0.7279355525970459,0,0
0.7350521683692932,0,0
0.8153800964355469,0,0
0.7030961513519287,0,0
0.9185994267463684,0,0
0.8112931251525879,0,0
0.8046514391899109,0,0
0.7109156250953674,0,0
0.7849091291427612,0,0
0.6891363859176636,0,0
0.7285280227661133,0,0
0.8128438591957092,0,0
0.798893928527832,0,0
0.8866788148880005,0,0
0.6850148439407349,0,0
0.6923859119415283,0,0
0.8394802808761597,0,0
0.7695438861846924,0,0
0.7004184722900391,0,0
0.7719321250915527,0,0
0.581379771232605,0,0
0.6792867183685303,0,0
0.7438498139381409,0,0
1.0183581113815308,0,0
0.8295416235923767,0,0
0.7761058807373047,0,0
0.7667452096939087,0,0
0.6743465662002563,0,0
0.6027436256408691,0,0
0.6966426968574524,0,0
0.7795791029930115,0,0
0.7310565114021301,0,0
0.7725428342819214,0,0
0.7497469186782837,0,0
0.7378286719322205,0,0
0.6636863350868225,0,0
0.8135590553283691,0,0
0.868403971195221,0,0
0.7992804646492004,0,0
0.6908209323883057,0,0
0.7870855331420898,0,0
0.8701956272125244,0,0
0.7533551454544067,0,0
0.7870332598686218,0,0
0.7247002720832825,0,0
0.8287931680679321,0,0
0.8378796577453613,0,0
